order_id,customer_id,order_date,channel,status,total_amount
10460,30,2024-10-21 07:44:02,Web,Completed,102.08
10461,334,2024-04-04 08:37:53,Web,Completed,471.75
10462,332,2024-12-17 07:50:14,Mobile,Completed,246.65
10463,250,2024-09-11 00:53:02,Web,Completed,1708.94
10464,171,2024-01-21 13:19:23,Web,Completed,251.5
10465,165,2024-04-26 00:54:17,Mobile,Completed,492.56
10466,131,2024-04-23 09:51:45,Mobile,Completed,704.72
10467,216,2024-07-29 05:27:59,Web,Completed,822.21
10468,250,2024-12-30 09:57:42,Web,Completed,254.2
10469,310,2024-04-04 19:20:07,Mobile,Completed,318.68
10470,99,2024-03-05 19:00:01,Web,Completed,81.73
10471,286,2024-10-01 23:53:08,Mobile,Completed,174.73
10472,256,2024-08-15 15:01:32,Web,Completed,35.2
10473,234,2024-05-16 20:33:41,Web,Cancelled,20
10474,149,2024-09-11 20:50:25,Web,Cancelled,1017.43
10475,341,2024-06-23 15:36:23,Web,Completed,368.75
10476,172,2024-11-19 08:00:47,Marketplace,Completed,313.59
10477,143,2024-12-04 13:35:40,Web,Completed,114.36
10478,68,2024-04-24 07:50:46,Mobile,Completed,1245.73
10479,150,2024-09-19 05:01:30,Marketplace,Completed,62.76
10480,73,2024-07-02 18:22:50,Marketplace,Completed,256.65
10481,104,2024-09-25 18:15:56,Web,Completed,523.41
10482,309,2024-05-14 08:09:35,Web,Completed,135.7
10483,268,2024-05-03 20:38:04,Web,Completed,822.26
10484,207,2024-01-08 01:31:35,Web,Completed,201.76
10485,342,2024-11-02 17:21:21,Marketplace,Cancelled,80.2
10486,152,2024-07-07 19:27:50,Mobile,Completed,214.76
10487,142,2024-05-20 19:14:39,Web,Completed,673.33
10488,278,2024-07-15 05:36:12,Web,Completed,1511.62
10489,78,2024-12-26 17:33:32,Mobile,Cancelled,580.24
10490,327,2024-10-30 06:00:46,Mobile,Cancelled,878.09
10491,14,2024-11-23 00:04:48,Web,Completed,113.46
10492,57,2024-05-16 22:43:12,Mobile,Cancelled,297.41
10493,203,2024-08-28 13:55:55,Web,Completed,610.58
10494,358,2024-07-09 15:21:34,Web,Completed,797.12
10495,243,2024-10-30 11:37:26,Web,Completed,468.5
10496,6,2024-09-23 16:34:45,Marketplace,Cancelled,565.82
10497,309,2024-07-17 13:49:14,Web,Completed,453.89
10498,220,2024-06-24 11:26:57,Mobile,Completed,140.56
10499,136,2024-09-24 13:50:11,Web,Completed,666.18
10500,95,2024-07-01 18:47:42,Web,Completed,1550.47
10501,73,2024-02-15 13:01:22,Mobile,Completed,231.92
10502,91,2024-01-20 10:18:03,Mobile,Completed,543.72
10503,1,2024-12-26 20:00:36,Marketplace,Completed,448.6
10504,178,2024-04-04 08:40:36,Web,Cancelled,-60.84
10505,132,2024-10-19 01:51:01,Web,Completed,791.79
10506,217,2024-02-11 10:40:14,Web,Completed,809.17
10507,267,2024-02-21 23:47:42,Web,Completed,286.58
10508,157,2024-01-11 11:19:18,Mobile,Completed,692.14
10509,164,2024-03-29 13:18:07,Web,Completed,495.14
10510,256,2024-12-23 10:58:31,Web,Completed,901.49
10511,257,2024-07-28 20:45:19,Web,Refunded,254.3
10512,341,,Mobile,Completed,1069.58
10513,186,2024-10-05 09:42:07,Web,Refunded,33.35
10514,61,,Web,Completed,214.7
10515,190,2024-02-24 07:57:31,Mobile,Completed,1188.19
10516,86,2024-07-20 00:40:14,Web,Completed,666.79
10517,176,2024-12-16 15:11:09,Marketplace,Cancelled,548.46
10518,219,2024-04-30 11:10:42,Web,Completed,38.99
10519,72,2024-05-06 06:26:46,Web,Cancelled,1299.22
10520,147,2024-08-13 23:46:12,Web,Cancelled,709.05
10521,7,2024-12-29 03:58:36,Marketplace,Completed,297.12
10522,113,2024-12-04 07:39:06,Web,Completed,1020.72
10523,342,2024-10-01 16:39:04,Web,Completed,-176.76
10524,181,2024-04-13 07:20:41,Web,Completed,920.08
10525,191,2024-06-26 05:10:16,Web,Completed,126.97
10526,250,2024-03-03 17:41:38,Web,Completed,394.85
10527,318,2024-05-12 09:15:22,Marketplace,Completed,1186.95
10528,326,2024-12-15 09:16:46,Marketplace,Cancelled,1108.09
10529,4,2024-02-05 05:14:20,Web,Completed,1118.2
10530,337,2024-02-16 13:10:06,Marketplace,Completed,296.36
10531,96,2024-02-02 02:00:29,Web,Completed,857.42
10532,294,2024-03-13 17:35:20,Mobile,Completed,1316.03
10533,35,2024-08-17 18:00:38,Web,Refunded,493
10534,125,2024-05-16 15:56:09,Web,Completed,3365.58
10535,116,2024-10-09 08:02:35,Web,Completed,240.15
10536,317,2024-08-06 09:01:46,Web,Completed,598.14
10537,130,2024-11-27 06:04:07,Marketplace,Completed,2057.01
10538,255,2024-04-27 05:28:37,Web,Completed,207.4
10539,141,2024-05-13 05:18:23,Web,Cancelled,92.43
10540,63,2024-01-13 21:56:08,Web,Completed,166.26
10541,268,2024-12-08 05:38:26,Mobile,Cancelled,144.57
10542,342,2024-10-31 10:34:15,Web,Completed,578.92
10543,303,2024-04-18 08:37:34,Web,Completed,158.4
10544,89,2024-03-26 02:34:04,Web,Completed,656.23
10545,297,2024-12-09 01:22:21,Marketplace,Cancelled,692.98
10546,245,2024-07-06 15:43:16,Web,Completed,314.84
10547,178,2024-12-01 08:59:53,Web,Completed,655.28
10548,249,2024-04-25 06:20:49,Mobile,Completed,426.98
10549,211,2024-02-26 13:47:22,Web,Completed,351.6
10550,326,2024-08-02 04:23:53,Mobile,Cancelled,599.1
10551,97,2024-11-10 04:33:20,Marketplace,Completed,599.1
10552,239,2024-02-08 08:11:30,Mobile,Completed,2610.3
10553,57,2024-09-13 20:20:01,Web,Completed,1148.62
10554,352,2024-01-13 23:55:23,Marketplace,Completed,1157.85
10555,115,2024-09-13 09:21:16,Web,Completed,242.62
10556,22,2024-11-16 20:55:58,Web,Completed,1112.32
10557,280,2024-11-02 18:00:44,Marketplace,Completed,422.95
10558,14,2024-08-10 14:01:04,Marketplace,Completed,633.08
10559,59,2024-07-14 21:10:38,Mobile,Completed,969.97
10560,71,2024-02-17 18:21:09,Web,Completed,892.62
10561,128,2024-07-03 23:17:15,Web,Completed,296.25
10562,206,2024-12-04 21:49:02,Web,Completed,922.6
10563,208,2024-05-13 23:10:53,Web,Completed,790.95
10564,152,2024-04-11 20:57:17,Mobile,Completed,1353.37
10565,316,2024-11-11 19:35:29,Web,Completed,706.8
10566,30,2024-07-14 04:03:22,Marketplace,Completed,1118.82
10567,64,2024-11-24 21:37:13,Mobile,Cancelled,801.15
10568,73,2024-01-16 08:46:37,Mobile,Completed,498.9
10569,58,2024-02-28 14:22:20,Mobile,Completed,253.38
10570,208,2024-09-03 21:50:06,Web,Completed,642.16
10571,267,2024-10-08 20:12:06,Mobile,Completed,468.6
10572,145,2024-12-21 17:08:38,Web,Completed,485.55
10573,180,2024-04-10 13:28:45,Web,Completed,0
10574,274,2024-04-04 08:52:07,Mobile,Completed,160.11
10575,282,2024-03-08 02:35:23,Web,Completed,105.79
10576,168,2024-09-28 09:54:32,Marketplace,Completed,923.55
10577,263,2024-03-12 23:32:44,Marketplace,Completed,1097.34
10578,315,2024-11-25 01:19:33,Mobile,Completed,360.09
10579,166,2024-07-28 06:09:26,Web,Completed,394.96
10580,272,2024-09-02 23:21:22,Web,Refunded,424.8
10581,244,2024-04-12 02:47:12,Web,Completed,175.7
10582,178,2024-09-22 19:40:15,Web,Completed,749.11
10583,178,2024-03-29 10:21:44,Web,Completed,190.22
10584,129,2024-03-04 11:21:05,Mobile,Completed,764.66
10585,310,2024-02-05 22:49:28,Marketplace,Completed,717.17
10586,77,2024-02-25 10:04:55,Web,Completed,80.33
10587,103,2024-04-28 12:28:38,Marketplace,Completed,204.2
10588,105,2024-02-08 04:13:12,Web,Completed,1026.92
10589,68,2024-10-09 13:03:40,Marketplace,Completed,468.36
10590,128,2024-05-07 18:49:37,Marketplace,Completed,127.58
10591,252,2024-01-08 21:12:14,Mobile,Completed,675.64
10592,130,2024-11-22 13:42:28,Marketplace,Completed,761.48
10593,53,2024-06-25 04:06:13,Mobile,Cancelled,601.15
10594,65,2024-08-26 05:44:39,Mobile,Completed,25.68
10595,163,2024-08-08 00:34:56,Web,Cancelled,54.24
10596,170,2024-10-17 06:15:38,Web,Completed,112.36
10597,136,2024-01-19 02:39:51,Web,Completed,730.9
10598,41,,Mobile,Completed,514.4
10599,175,2024-04-17 07:11:49,Web,Completed,1143.08
10600,311,2024-07-27 11:57:24,Mobile,Completed,1384.52
10601,160,2024-11-26 20:43:52,Web,Completed,427.55
10602,198,2024-01-05 05:04:56,Mobile,Completed,4506.38
10603,252,2024-12-28 22:23:28,Marketplace,Refunded,448.35
10604,35,2024-06-21 23:24:39,Mobile,Completed,646.34
10605,205,2024-11-06 08:41:31,Web,Refunded,275.67
10606,118,2024-12-13 20:35:41,Mobile,Completed,7615.97
10607,154,2024-03-02 22:33:19,Web,Cancelled,507.82
10608,92,2024-03-24 09:56:04,Marketplace,Completed,1115.32
10609,44,2024-10-05 22:00:48,Web,Refunded,5
10610,56,2024-06-01 18:37:04,Web,Completed,1440.11
10611,224,2024-06-13 13:35:01,Marketplace,Completed,453.4
10612,173,2024-04-23 09:08:55,Mobile,Completed,458.08
10613,33,2024-03-03 06:50:39,Marketplace,Completed,511.55
10614,66,2024-11-02 17:23:45,Web,Completed,104.82
10615,262,2024-06-24 12:33:07,Mobile,Completed,296.56
10616,55,2024-01-04 02:32:08,Marketplace,Completed,1022.14
10617,306,2024-12-02 20:25:59,Mobile,Cancelled,207.33
10618,252,2024-02-13 22:14:53,Web,Completed,726.4
10619,239,2024-11-16 04:43:59,Web,Cancelled,542.25
10620,154,2024-09-15 08:08:38,Web,Completed,149.3
10621,62,2024-05-22 21:50:46,Web,Completed,483.8
10622,241,2024-05-24 04:07:17,Web,Completed,677.61
10623,163,2024-01-24 02:57:54,Web,Completed,735.85
10624,169,2024-05-23 18:37:43,Mobile,Completed,212.15
10625,252,2024-11-24 16:50:47,Marketplace,Completed,638.38
10626,181,2024-11-17 13:47:04,Web,Completed,315
10627,20,2024-12-25 23:51:37,Web,Completed,179.23
10628,112,2024-08-31 10:29:18,Marketplace,Completed,652.39
10629,225,2024-07-05 15:48:49,Marketplace,Completed,169.27
10630,153,2024-10-20 21:33:57,Marketplace,Completed,431.66
10631,68,2024-03-23 05:27:08,Web,Completed,1326.08
10632,173,2024-11-24 12:21:48,Mobile,Cancelled,364.09
10633,127,2024-07-17 11:37:29,Mobile,Completed,130.59
10634,123,2024-06-12 19:43:23,Web,Completed,127.01
10635,86,2024-09-11 03:21:22,Web,Completed,911.89
10636,296,2024-08-02 16:19:47,Marketplace,Cancelled,291.21
10637,208,2024-06-25 00:08:07,Web,Completed,435.95
10638,89,2024-11-24 14:00:12,Web,Cancelled,581.14
10639,270,2024-05-08 16:19:22,Web,Completed,76.65
10640,79,2024-11-05 00:03:53,Mobile,Completed,779.21
10641,96,2024-03-31 10:35:25,Web,Completed,515.4
10642,124,2024-05-29 10:07:14,Mobile,Completed,2274.3
10643,343,2024-04-18 08:29:40,Web,Completed,56.18
10644,282,2024-03-08 03:52:09,Web,Completed,309.67
10645,229,2024-01-19 04:25:45,Web,Completed,613.83
10646,304,2024-07-26 04:50:48,Web,Cancelled,638.07
10647,307,2024-04-03 02:26:59,Marketplace,Completed,132.76
10648,203,2024-12-29 05:09:33,Web,Cancelled,1012.6
10649,314,2024-12-13 21:25:12,Mobile,Completed,2287.32
10650,130,2024-04-27 12:13:58,Marketplace,Completed,1586.01
10651,139,2024-01-03 22:56:04,Web,Cancelled,1229.82
10652,233,2024-09-29 03:57:26,Web,Completed,258.5
10653,347,2024-09-22 12:37:23,Web,Completed,704.68
10654,296,2024-05-10 04:06:50,Web,Completed,575.73
10655,346,2024-10-14 22:52:41,Marketplace,Completed,482.08
10656,87,2024-02-12 18:09:10,Web,Completed,-192.64
10657,158,2024-05-27 17:15:35,Mobile,Refunded,264.81
10658,239,2024-03-16 22:03:10,Web,Completed,236.95
10659,335,2024-08-05 06:18:33,Web,Completed,820.15
10660,255,,Web,Completed,1204.44
10661,327,2024-03-21 14:55:50,Marketplace,Completed,467.45
10662,140,2024-02-28 00:30:10,Mobile,Completed,388.03
10663,224,2024-08-31 20:04:34,Mobile,Completed,240.1
10664,52,2024-05-29 23:29:57,Web,Completed,849.24
10665,91,2024-09-15 08:33:13,Web,Completed,629.65
10666,218,2024-02-16 21:38:38,Marketplace,Completed,1013.56
10667,87,2024-09-25 02:49:08,Mobile,Completed,352.77
10668,76,2024-07-30 00:11:16,Mobile,Completed,201.08
10669,39,2024-06-28 11:31:35,Web,Completed,202.98
10670,132,2024-05-20 09:22:34,Web,Completed,591.03
10671,100,2024-12-20 04:50:36,Marketplace,Cancelled,1141.85
10672,195,2024-08-19 14:28:54,Web,Completed,789.46
10673,208,2024-11-12 04:55:26,Web,Completed,460.2
10674,345,2024-04-02 04:40:41,Mobile,Completed,624.94
10675,220,2024-07-27 22:43:55,Web,Completed,678.12
10676,53,2024-09-11 06:24:29,Mobile,Completed,955.94
10677,150,2024-09-06 01:29:49,Mobile,Cancelled,7.59
10678,27,2024-06-09 04:20:58,Web,Completed,324.84
10679,195,2024-04-10 07:07:41,Web,Cancelled,633.31
10680,193,2024-04-30 03:47:05,Web,Completed,260.46
10681,306,2024-12-10 10:10:50,Web,Completed,369.03
10682,338,2024-04-01 15:20:26,Web,Completed,10
10683,335,2024-08-23 11:26:45,Web,Completed,271.12
10684,17,2024-09-08 00:22:45,Web,Refunded,246.63
10685,15,2024-11-22 15:32:04,Web,Completed,775
10686,230,2024-05-29 23:34:55,Web,Cancelled,208.17
10687,342,2024-04-15 08:21:00,Mobile,Completed,547.82
10688,10,2024-01-27 13:13:31,Web,Completed,795.6
10689,287,2024-12-24 13:39:33,Web,Completed,245.1
10690,198,2024-06-08 12:43:29,Mobile,Completed,415.75
10691,202,2024-02-08 11:41:20,Mobile,Cancelled,81.92
10692,43,2024-01-22 16:26:01,Mobile,Completed,26.88
10693,174,2024-07-12 13:51:28,Mobile,Cancelled,417
10694,236,2024-06-19 14:19:46,Web,Completed,418.38
10695,253,2024-02-10 07:44:18,Mobile,Completed,916.74
10696,130,2024-11-19 05:48:48,Mobile,Completed,345.28
10697,248,2024-03-10 06:32:28,Web,Cancelled,627.07
10698,235,2024-05-17 21:33:26,Mobile,Completed,1029.22
10699,259,2024-10-05 21:57:36,Mobile,Completed,0
10700,93,2024-06-09 06:25:28,Mobile,Completed,577.02
10701,335,2024-01-25 02:59:32,Web,Completed,29.74
10702,27,2024-09-01 03:42:01,Mobile,Completed,30
10703,12,2024-05-19 16:32:32,Mobile,Cancelled,55.4
10704,66,2024-09-24 23:52:30,Mobile,Completed,605.18
10705,25,2024-03-10 22:54:10,Web,Completed,812
10706,99,2024-08-08 11:35:13,Web,Completed,1208.43
10707,187,2024-11-06 08:22:38,Marketplace,Completed,110.84
10708,59,2024-03-25 04:58:48,Web,Completed,647.46
10709,109,2024-01-31 01:36:33,Mobile,Cancelled,0
10710,72,2024-06-24 08:12:10,Web,Cancelled,605.84
10711,311,2024-05-02 20:24:48,Mobile,Completed,826.32
10712,195,2024-08-14 16:53:17,Mobile,Completed,360.09
10713,220,2024-11-08 12:41:43,Mobile,Refunded,1025.78
10714,157,2024-12-03 18:48:41,Marketplace,Completed,285.24
10715,200,2024-09-07 17:21:57,Web,Completed,1628.26
10716,296,2024-12-06 19:20:10,Web,Cancelled,1075.75
10717,354,2024-09-13 17:09:16,Web,Completed,1117.3
10718,179,2024-12-07 19:37:39,Web,Completed,223.68
10719,168,2024-12-27 18:48:35,Web,Completed,323.63
10720,194,2024-03-07 21:58:11,Marketplace,Completed,1012.76
10721,187,2024-01-09 13:09:53,Web,Completed,531.64
10722,255,2024-01-02 16:55:00,Mobile,Completed,82.7
10723,79,2024-08-30 15:48:27,Mobile,Completed,1419.74
10724,306,2024-05-12 01:06:02,Web,Completed,340.8
10725,23,2024-09-28 21:49:41,Web,Completed,626.41
10726,210,2024-11-11 17:51:20,Web,Completed,28.59
10727,349,2024-09-30 02:00:13,Web,Completed,707.02
10728,14,2024-05-27 09:43:11,Web,Cancelled,163.56
10729,318,2024-09-17 14:49:40,Mobile,Cancelled,784.44
10730,165,2024-09-09 19:29:34,Mobile,Completed,944.62
10731,303,2024-01-27 08:34:53,Web,Completed,640.39
10732,12,2024-01-17 15:50:18,Web,Completed,1099.62
10733,313,2024-01-31 15:18:03,Mobile,Refunded,210.69
10734,217,2024-07-14 02:46:56,Web,Completed,315.58
10735,246,2024-10-09 01:44:43,Web,Completed,807.36
10736,24,2024-10-29 13:59:15,Mobile,Completed,421.14
10737,143,2024-08-11 07:06:32,Mobile,Completed,148.16
10738,194,2024-12-12 16:39:56,Marketplace,Completed,406.51
10739,79,2024-04-05 21:01:30,Web,Completed,245.34
10740,54,2024-03-29 08:37:22,Mobile,Cancelled,199.14
10741,238,2024-01-04 09:23:01,Web,Completed,1200.66
10742,307,2024-02-19 08:54:31,Web,Completed,624.41
10743,68,2024-07-13 17:05:31,Web,Refunded,272.7
10744,34,2024-10-09 19:01:13,Web,Completed,2328.99
10745,94,2024-02-03 00:06:44,Web,Completed,1050.65
10746,237,2024-10-30 23:00:36,Web,Completed,1041.94
10747,178,2024-09-30 03:49:27,Mobile,Completed,10
10748,252,2024-02-16 06:58:34,Mobile,Completed,163.86
10749,336,2024-05-04 08:43:26,Web,Completed,494.52
10750,99,2024-08-20 12:37:15,Web,Completed,1985.41
10751,239,2024-10-21 17:30:44,Mobile,Completed,87.05
10752,213,2024-10-25 20:05:54,Web,Completed,308.58
10753,307,2024-02-04 21:04:05,Web,Completed,1392.13
10754,119,2024-01-25 00:18:11,Marketplace,Cancelled,71.64
10755,41,2024-06-29 07:13:49,Web,Cancelled,1015.36
10756,93,2024-03-24 07:44:20,Web,Completed,68.22
10757,4,2024-02-06 09:56:28,Mobile,Completed,401
10758,93,2024-06-13 21:14:56,Web,Cancelled,364.67
10759,305,2024-10-11 19:57:16,Web,Completed,1386.13
10760,6,2024-07-14 14:50:53,Mobile,Cancelled,516.69
10761,64,2024-07-23 09:27:07,Mobile,Completed,874.43
10762,241,2024-08-11 05:00:21,Marketplace,Refunded,718.84
10763,87,2024-03-26 15:51:47,Web,Refunded,91.86
10764,26,2024-08-27 08:49:14,Web,Completed,659.41
10765,189,2024-12-17 10:35:33,Web,Completed,2611.4
10766,71,2024-02-03 03:26:30,Web,Cancelled,102.36
10767,243,2024-09-05 22:16:33,Web,Completed,645.67
10768,32,2024-05-31 15:13:00,Web,Completed,728.96
10769,15,2024-05-02 18:21:23,Web,Completed,766.88
10770,288,2024-02-24 09:54:43,Web,Completed,739.83
10771,221,2024-11-08 04:42:42,Web,Completed,495.6
10772,190,2024-06-08 18:14:16,Mobile,Completed,611.8
10773,212,2024-05-18 16:38:41,Mobile,Completed,353.37
10774,168,2024-12-20 13:23:28,Web,Cancelled,1340.14
10775,203,2024-12-09 23:59:36,Mobile,Cancelled,542.37
10776,209,2024-02-05 09:29:56,Web,Refunded,932.14
10777,41,2024-04-18 10:44:02,Web,Completed,949.43
10778,290,2024-04-17 15:09:43,Web,Completed,924.41
10779,238,2024-12-25 07:00:14,Mobile,Completed,853.2
10780,224,2024-01-10 14:34:12,Marketplace,Cancelled,567.32
10781,355,2024-01-23 19:21:05,Mobile,Completed,69.05
10782,184,2024-11-03 01:40:16,Web,Completed,313.16
10783,323,2024-09-25 02:50:24,Mobile,Completed,1752.97
10784,113,2024-06-02 07:40:20,Web,Completed,978.48
10785,29,2024-04-16 08:40:19,Mobile,Completed,604.29
10786,185,2024-01-01 18:12:54,Mobile,Completed,110.4
10787,305,2024-06-03 17:22:58,Mobile,Completed,322.03
10788,354,2024-07-20 16:04:24,Web,Completed,662.73
10789,235,2024-08-20 04:59:04,Web,Completed,175.34
10790,205,2024-05-03 23:34:56,Web,Completed,939.99
10791,314,2024-01-17 17:28:17,Mobile,Completed,1051.91
10792,171,2024-04-04 18:27:07,Mobile,Completed,1004.18
10793,305,2024-03-22 14:12:24,Mobile,Completed,355.57
10794,319,2024-12-18 14:36:38,Web,Completed,548.35
10795,295,2024-02-07 23:11:15,Mobile,Completed,1101.11
10796,20,2024-10-25 10:36:36,Web,Completed,394.92
10797,90,2024-09-26 23:17:42,Marketplace,Completed,365.9
10798,23,2024-06-20 16:48:00,Marketplace,Refunded,704.43
10799,166,2024-03-21 18:04:36,Web,Cancelled,15
10800,283,2024-02-06 02:08:03,Mobile,Completed,717.38
10801,330,2024-06-30 21:23:30,Mobile,Completed,48.21
10802,338,2024-10-12 11:08:06,Web,Completed,471.67
10803,23,2024-04-29 21:46:38,Web,Completed,1325
10804,19,2024-10-12 09:07:37,Web,Completed,105.26
10805,193,2024-03-27 04:22:58,Mobile,Completed,24.03
10806,9,2024-04-18 17:06:41,Web,Completed,181.8
10807,288,2024-12-07 08:09:27,Web,Completed,352.07
10808,4,2024-08-01 16:59:39,Mobile,Completed,647.17
10809,186,2024-07-04 05:39:07,Web,Completed,224.49
10810,207,2024-07-22 21:09:55,Mobile,Completed,246.33
10811,153,2024-08-25 10:07:07,Web,Completed,105.96
10812,50,2024-07-26 11:37:40,Web,Cancelled,0
10813,289,2024-09-14 02:23:41,Web,Completed,456.3
10814,201,2024-03-26 12:16:10,Web,Completed,437.42
10815,268,2024-10-26 17:17:06,Marketplace,Completed,1256.38
10816,238,2024-01-04 09:21:52,Mobile,Cancelled,199.62
10817,189,2024-04-06 01:48:02,Web,Completed,941.14
10818,6,2024-04-24 05:39:35,Web,Completed,160.66
10819,161,2024-01-29 16:29:23,Web,Refunded,913.43
10820,312,2024-10-23 12:36:58,Marketplace,Cancelled,892.71
10821,78,2024-06-19 13:04:22,Marketplace,Completed,124.81
10822,91,2024-09-19 12:55:57,Web,Completed,448.34
10823,321,2024-03-03 01:15:13,Web,Completed,396.33
10824,199,2024-12-28 08:22:16,Web,Completed,129.24
10825,221,,Web,Completed,786.1
10826,127,,Web,Completed,708.97
10827,97,2024-12-01 16:26:04,Web,Completed,1018.85
10828,123,2024-11-14 09:07:01,Web,Completed,584.44
10829,347,2024-08-16 16:53:30,Mobile,Completed,720.34
10830,145,2024-12-23 06:36:23,Mobile,Cancelled,67.72
10831,202,2024-05-31 05:50:06,Mobile,Completed,293.45
10832,2,2024-05-09 13:05:02,Mobile,Completed,131.54
10833,308,2024-02-19 19:15:32,Web,Completed,51.02
10834,154,2024-09-10 12:47:53,Web,Completed,352.73
10835,270,2024-10-04 20:32:15,Web,Cancelled,2213.82
10836,95,2024-01-22 08:15:05,Web,Completed,171.76
10837,228,2024-07-13 13:07:33,Web,Completed,301.5
10838,128,2024-08-14 09:39:39,Web,Completed,1267.64
10839,114,2024-03-04 14:49:19,Web,Completed,221.1
10840,59,2024-07-04 16:17:48,Web,Completed,196.8
10841,252,2024-12-24 12:42:04,Marketplace,Completed,20
10842,120,2024-10-17 11:06:16,Marketplace,Completed,138.5
10843,43,2024-12-13 01:08:12,Mobile,Completed,466.12
10844,251,2024-07-11 16:57:28,Web,Completed,160.66
10845,249,2024-12-04 09:45:22,Web,Completed,571.21
10846,353,2024-12-17 22:33:21,Marketplace,Completed,962.28
10847,317,2024-10-28 17:26:50,Mobile,Completed,2318.91
10848,71,2024-06-09 13:23:44,Mobile,Refunded,477.29
10849,19,2024-07-13 00:40:33,Mobile,Refunded,969.96
10850,311,2024-06-17 21:01:52,Marketplace,Completed,871.11
10851,347,2024-04-19 15:56:49,Mobile,Completed,911.57
10852,221,2024-07-26 17:58:04,Web,Completed,134.16
10853,220,2024-08-25 20:57:52,Web,Completed,964.49
10854,37,2024-10-31 06:52:37,Marketplace,Completed,665.81
10855,197,2024-02-25 05:48:45,Web,Completed,916.69
10856,6,2024-07-05 16:18:10,Web,Completed,850.16
10857,276,2024-08-13 03:16:44,Web,Completed,789.35
10858,317,2024-08-11 06:21:32,Web,Completed,751.39
10859,8,2024-01-25 02:45:01,Web,Completed,431.27
10860,84,2024-09-25 08:30:37,Mobile,Completed,590.97
10861,354,2024-01-05 23:00:25,Mobile,Completed,2633.95
10862,39,2024-08-22 15:19:01,Mobile,Completed,635.26
10863,284,2024-09-18 03:55:19,Mobile,Completed,88.75
10864,235,2024-04-19 13:14:22,Web,Cancelled,224.7
10865,232,2024-05-05 02:08:46,Mobile,Completed,165.76
10866,253,2024-04-12 10:56:44,Web,Completed,116.66
10867,101,2024-09-11 11:55:06,Web,Completed,819.15
10868,321,2024-03-18 01:51:25,Web,Completed,231.35
10869,174,2024-10-11 16:20:03,Mobile,Completed,181.13
10870,180,2024-04-18 05:25:24,Mobile,Cancelled,356.47
10871,268,2024-10-31 21:15:36,Mobile,Cancelled,1634.6
10872,112,2024-12-17 08:07:36,Mobile,Completed,236.28
10873,20,2024-08-12 18:39:53,Web,Completed,720.8
10874,114,2024-01-07 20:03:05,Mobile,Completed,1176.16
10875,229,2024-11-05 01:25:06,Mobile,Completed,578.24
10876,74,2024-10-03 02:17:50,Web,Completed,547.17
10877,278,2024-08-28 11:41:57,Mobile,Completed,709.64
10878,228,2024-11-25 06:43:16,Web,Completed,350.31
10879,241,2024-12-04 10:58:35,Web,Cancelled,1316.46
10880,338,2024-06-12 10:43:30,Mobile,Completed,401.75
10881,86,2024-11-23 08:24:14,Web,Completed,816.32
10882,31,2024-07-08 10:55:18,Web,Completed,294.5
10883,124,2024-01-16 19:08:54,Web,Completed,1121.47
10884,139,2024-07-07 11:29:30,Web,Completed,715.11
10885,5,2024-04-07 16:35:33,Mobile,Completed,67.93
10886,126,2024-09-25 07:02:39,Mobile,Completed,236.95
10887,356,2024-05-21 22:07:00,Web,Cancelled,788.94
10888,29,2024-09-25 12:00:31,Web,Completed,676
10889,333,2024-04-02 01:15:51,Web,Completed,274.28
10890,213,2024-11-03 21:37:55,Mobile,Cancelled,901.7
10891,336,2024-03-05 13:34:04,Web,Completed,478.74
10892,352,2024-03-15 17:38:45,Web,Completed,226.63
10893,210,2024-11-14 19:37:36,Web,Completed,-214.25
10894,100,2024-09-25 03:54:39,Marketplace,Completed,179.25
10895,283,2024-01-10 03:00:47,Web,Completed,880.92
10896,261,2024-06-12 10:49:54,Marketplace,Completed,340.4
10897,203,2024-03-07 09:05:19,Web,Completed,1209.06
10898,323,2024-11-19 08:11:49,Web,Completed,1353.89
10899,324,2024-10-04 11:43:44,Mobile,Cancelled,481.13
10900,97,2024-10-07 14:27:30,Marketplace,Completed,65.42
10901,51,2024-03-22 12:12:11,Web,Completed,333.43
10902,329,2024-09-20 21:20:27,Marketplace,Refunded,730.31
10903,10,2024-04-04 07:10:23,Mobile,Refunded,744.13
10904,268,2024-08-10 00:31:34,Marketplace,Completed,487.43
10905,262,2024-12-19 03:03:06,Marketplace,Completed,971.46
10906,232,2024-10-17 08:13:40,Web,Completed,331.25
10907,173,2024-10-05 08:49:56,Marketplace,Completed,690.77
10908,70,2024-02-26 19:53:03,Web,Completed,219.23
10909,198,2024-06-12 18:18:23,Web,Completed,516.88
10910,100,2024-07-27 19:57:34,Web,Completed,337.62
10911,309,2024-02-19 17:07:39,Web,Completed,835.06
10912,37,2024-08-18 08:55:17,Web,Cancelled,90.38
10913,133,2024-04-08 04:50:52,Mobile,Completed,900.79
10914,321,2024-12-28 20:36:42,Web,Completed,201.6
10915,227,2024-12-24 02:59:18,Web,Completed,910.66
10916,290,2024-07-09 23:28:24,Web,Completed,351.44
10917,51,2024-10-15 17:50:37,Web,Cancelled,589.37
10918,31,2024-12-14 22:23:55,Mobile,Completed,1345.24
10919,178,2024-01-26 12:08:19,Web,Completed,681.01
10920,191,2024-03-12 01:32:57,Mobile,Completed,668.84
