order_id,product_id,quantity
10665,33,5
10665,124,2
10666,75,3
10666,150,5
10666,128,3
10667,113,1
10667,75,2
10667,208,5
10668,141,5
10668,143,1
10668,48,1
10668,153,3
10669,26,2
10670,173,4
10670,140,4
10670,116,5
10670,139,1
10671,10,3
10671,185,3
10671,30,1
10671,97,4
10671,8,1
10672,97,2
10672,189,5
10673,120,5
10673,2,2
10673,188,3
10674,36,5
10674,130,3
10674,141,2
10675,9,1
10675,218,1
10675,33,3
10675,97,2
10676,90,3
10676,86,4
10676,56,4
10676,141,3
10676,108,4
10677,10,1
10678,7,4
10679,193,3
10679,90,2
10679,29,4
10679,122,4
10680,218,1
10680,95,2
10680,135,2
10681,68,1
10681,48,3
10681,214,2
10681,152,1
10682,42,2
10683,189,2
10683,84,5
10684,157,3
10684,140,2
10685,13,2
10685,7,5
10685,101,5
10686,84,5
10686,52,3
10686,61,2
10686,129,2
10687,217,2
10687,84,1
10687,8,2
10687,81,2
10687,180,2
10688,62,3
10688,7,5
10688,103,1
10688,203,2
10689,111,5
10689,181,4
10690,28,5
10691,144,5
10691,139,4
10692,12,3
10693,49,2
10693,113,4
10694,124,4
10694,73,2
10695,101,5
10695,193,4
10695,64,2
10695,45,4
10695,39,1
10696,172,4
10697,142,1
10697,23,5
10697,35,5
10697,166,5
10697,140,3
10698,108,4
10698,93,3
10698,201,2
10698,148,1
10698,67,3
10699,96,3
10700,191,2
10700,104,4
10701,136,2
10702,110,1
10702,98,5
10703,58,2
10704,186,3
10704,172,1
10704,94,4
10705,69,4
10705,127,1
10705,189,4
10706,125,3
10706,76,4
10706,12,5
10706,128,3
10706,131,3
10707,30,2
10708,138,4
10708,24,5
10709,198,4
10710,100,3
10710,209,1
10710,139,3
10710,176,4
10710,173,3
10711,9,3
10711,103,3
10711,190,3
10711,57,3
10712,89,3
10713,73,4
10713,163,3
10713,175,5
10714,215,1
10714,6,5
10715,182,4
10715,195,2
10715,80,5
10715,220,4
10715,148,5
10716,30,5
10716,183,5
10716,27,1
10716,173,3
10716,124,2
10717,157,3
10717,189,5
10717,99,5
10718,133,3
10719,9,4
10719,110,1
10719,28,1
10720,75,5
10720,208,3
10720,22,5
10720,170,5
10720,145,3
10721,162,4
10721,202,2
10722,208,5
10723,211,1
10723,64,3
10723,88,4
10723,118,1
10723,66,4
10724,102,1
10724,200,3
10724,95,2
10725,92,3
10725,44,4
10725,79,3
10725,184,2
10726,215,1
10727,51,3
10727,113,4
10727,203,2
10728,117,1
10728,108,2
10729,136,2
10729,75,4
10729,41,1
10729,146,5
10730,163,3
10730,180,3
10730,2,4
10730,211,3
10730,27,2
10731,91,5
10731,162,4
10731,163,1
10732,138,5
10732,174,5
10732,64,5
10732,146,1
10732,86,1
10733,160,3
10733,111,4
10734,210,1
10734,163,5
10734,215,4
10735,69,5
10735,100,5
10735,143,1
10735,63,4
10736,157,5
10736,198,3
10736,170,3
10736,34,1
10737,95,1
10737,3,2
10738,145,1
10738,164,4
10738,82,1
10738,142,1
10739,164,3
10740,145,3
10741,23,2
10741,173,5
10741,188,5
10741,35,4
10741,125,2
10742,119,3
10742,60,4
10742,177,1
10743,132,3
10744,118,4
10744,189,5
10744,119,3
10744,59,3
10744,25,1
10745,161,3
10745,169,1
10745,186,5
10745,56,4
10746,201,3
10746,168,2
10746,196,3
10746,16,5
10746,194,1
10747,166,2
10748,182,2
10749,187,4
10750,176,4
10750,149,4
10750,200,5
10750,13,1
10750,189,4
10751,104,1
10752,69,1
10752,116,5
10752,69,2
10753,16,5
10753,21,4
10753,24,2
10753,104,4
10753,115,3
10754,193,4
10755,123,3
10755,38,5
10755,11,1
10755,181,4
10755,92,2
10756,196,1
10756,197,1
10757,162,5
10758,96,2
10758,61,3
10758,201,1
10758,187,1
10759,136,4
10759,71,4
10759,38,5
10759,207,4
10759,47,2
10760,157,5
10760,126,2
10761,144,5
10761,204,3
10761,120,5
10761,200,5
10762,158,1
10762,192,4
10762,201,2
10762,73,4
10763,207,1
10764,145,4
10764,10,4
10764,214,5
10764,159,2
10765,43,1
10765,137,4
10765,149,5
10765,88,5
10765,90,5
10766,198,2
10766,170,4
10766,74,2
10767,146,3
10767,182,4
10767,90,1
10768,62,2
10768,5,2
10768,60,3
10768,106,1
10768,73,2
10769,57,4
10769,207,5
10769,214,2
10770,214,5
10770,26,1
10770,193,5
10770,152,4
10770,195,3
10771,132,5
10771,176,2
10772,55,5
10772,108,2
10772,214,4
10772,96,2
10773,29,4
10773,125,3
10773,174,3
10774,90,4
10774,176,5
10774,59,2
10774,107,5
10775,105,5
10775,64,2
10775,101,3
10776,34,3
10776,28,5
10776,27,2
10776,41,2
10776,170,3
10777,215,3
10777,108,3
10777,123,4
10778,177,5
10778,26,4
10778,181,3
10778,194,1
10778,49,3
10779,19,2
10780,126,1
10780,78,2
10780,109,3
10780,183,4
10781,99,1
10782,190,2
10782,188,2
10782,143,2
10783,194,4
10783,216,1
10783,212,1
10783,188,4
10784,91,5
10784,15,1
10784,97,1
10784,192,5
10784,41,3
10785,71,3
10785,37,3
10785,210,3
10786,35,4
10787,174,4
10787,138,5
10787,145,1
10787,159,5
10788,220,5
10788,143,5
10788,155,5
10788,97,1
10789,56,2
10790,106,1
10790,89,5
10790,104,2
10790,217,4
10791,116,5
10791,113,4
10791,176,1
10791,147,4
10792,3,3
10792,145,4
10792,85,5
10793,82,2
10793,214,5
10794,113,2
10794,213,5
10794,216,3
10794,207,1
10795,171,3
10795,20,5
10795,5,2
10795,113,5
10795,220,3
10796,133,1
10796,128,1
10796,204,2
10796,198,4
10796,12,1
10797,200,5
10797,159,5
10797,170,5
10798,71,4
10798,119,4
10798,48,1
10799,98,3
10800,137,5
10800,81,5
10800,107,2
10801,206,1
10802,206,5
10802,173,2
10803,59,4
10804,130,2
10805,82,3
10806,132,2
10807,87,1
10807,45,1
10807,107,3
10807,3,2
10808,69,1
10808,158,1
10808,46,2
10808,67,2
10808,76,3
10809,10,1
10809,66,2
10810,190,1
10810,14,1
10810,174,5
10811,55,3
10812,20,3
10813,57,2
10813,82,3
10813,192,3
10813,216,5
10813,131,1
10814,38,1
10814,118,3
10815,30,4
10815,219,5
10815,4,4
10815,141,2
10815,179,3
10816,206,2
10816,178,1
10817,12,4
10817,5,4
10817,71,4
10817,130,2
10817,172,1
10818,76,2
10819,163,3
10819,44,1
10819,85,5
10819,66,1
10819,183,2
10820,38,3
10820,8,5
10820,28,1
10821,48,1
10821,164,1
10822,95,4
10822,61,3
10822,129,4
10822,160,4
10823,62,3
10823,37,2
10823,195,3
10824,70,1
10824,10,5
10825,114,3
10825,43,5
10825,20,1
10825,84,3
10825,70,4
10826,36,1
10826,97,4
10826,184,1
10826,101,2
10827,195,3
10827,118,2
10827,175,5
10828,166,4
10828,61,1
10828,182,5
10828,73,3
10829,141,1
10829,196,5
10829,190,3
10829,167,3
10829,119,4
10830,112,1
10831,184,1
10831,71,1
10831,61,5
10832,81,2
10833,160,2
10834,220,1
10834,150,3
10835,149,5
10835,42,4
10835,146,2
10835,8,1
10835,90,5
10836,57,4
10837,50,2
10837,216,2
10838,181,4
10838,137,1
10838,185,4
10838,193,5
10838,88,5
10839,36,2
10840,45,5
10840,99,1
10841,96,2
10841,121,4
10842,58,5
10843,213,5
10843,158,4
10843,144,3
10844,76,2
10845,151,5
10845,123,2
10846,90,4
10846,90,4
10846,141,4
10846,133,5
10847,77,5
10847,31,2
10847,150,2
10847,149,5
10848,198,2
10848,73,4
10848,61,2
10848,103,4
10848,210,1
10849,51,2
10849,147,3
10849,15,2
10849,31,5
10850,182,5
10850,183,3
10850,100,5
10850,157,3
10851,90,2
10851,187,5
10851,178,1
10852,111,4
10853,109,3
10853,154,4
10853,214,4
10853,69,4
10853,172,4
10854,209,2
10854,101,4
10854,33,1
10854,94,2
10854,163,2
10855,14,5
10855,109,1
10855,147,3
10855,141,5
10855,43,4
10856,128,5
10856,202,3
10857,12,3
10857,33,5
10857,173,2
10857,13,4
10858,28,4
10858,198,3
10858,192,4
10858,43,5
10859,43,2
10859,205,1
10859,32,2
10859,67,4
10860,69,4
10860,37,3
10861,19,5
10861,149,1
10861,203,2
10861,179,1
10862,115,5
10862,74,3
10862,37,2
10863,174,1
10863,217,5
10864,174,5
10864,169,5
10865,17,2
10865,117,4
10866,11,2
10866,139,4
10867,216,3
10867,57,1
10867,64,3
10867,200,3
10867,157,1
10868,188,3
10868,134,2
10869,61,3
10869,38,1
10870,171,3
10870,135,1
10870,81,2
10870,210,3
10871,114,5
10871,114,1
10871,28,5
10871,103,5
10871,47,5
10872,169,4
10872,154,3
10872,51,5
10873,134,4
10873,51,1
10873,203,3
10873,99,3
10874,123,4
10874,80,1
10874,39,3
10874,127,3
10874,132,1
10875,39,3
10875,161,1
10875,5,3
10875,96,5
10876,120,1
10876,44,1
10876,108,4
10876,4,4
10877,21,4
10877,159,3
10877,5,2
10877,101,5
10878,206,3
10878,208,4
10878,131,2
10879,76,4
10879,75,3
10879,43,4
10879,39,4
10879,118,2
10880,186,4
10880,130,1
10880,166,2
10881,102,5
10881,155,5
10881,15,4
10882,53,1
10882,80,2
10883,159,3
10883,190,2
10883,120,4
10883,94,4
10883,90,4
10884,58,5
10884,79,4
10884,107,3
10884,72,1
10885,15,1
10886,34,5
10887,142,3
10887,81,2
10887,172,4
10887,146,4
10888,110,1
10888,7,3
10888,206,4
10888,4,5
10888,169,2
10889,171,2
10889,104,2
10890,8,4
10890,52,1
10890,69,3
10890,68,1
10890,16,1
10891,121,3
10891,123,3
10892,140,3
10892,186,2
10892,42,2
10893,141,5
10894,35,4
10894,210,5
10895,132,5
10895,17,3
10895,192,3
10896,124,4
10897,76,5
10897,68,1
10897,89,5
10897,86,5
10898,85,4
10898,166,3
10898,187,4
10898,66,3
10898,188,2
10899,63,5
10899,106,2
10900,205,2
10901,197,3
10901,198,2
10901,66,1
10901,55,1
10902,130,4
10902,151,3
10902,65,2
10902,186,3
10902,61,1
10903,178,5
10903,195,3
10903,140,2
10903,43,5
10904,70,3
10904,128,2
10905,190,4
10905,165,4
10905,179,2
10906,59,1
10907,23,2
10907,206,3
10907,55,4
10907,89,2
10908,196,2
10908,10,1
10908,12,1
10908,119,3
10908,84,1
10909,40,4
10909,25,1
10909,143,2
10910,47,2
10910,111,4
10911,149,1
10911,195,4
10911,213,1
10911,67,5
10911,46,3
10912,6,2
10912,49,3
10912,152,1
10913,146,5
10913,33,5
10913,183,2
10914,55,5
10914,121,5
10915,31,4
10915,120,5
10915,101,1
10915,78,4
10916,195,3
10916,158,3
10916,216,5
10916,45,1
10917,198,5
10917,46,1
10917,68,4
10917,139,2
10917,15,4
10918,102,5
10918,108,2
10918,191,3
10918,211,3
10918,109,3
10919,70,1
10919,18,4
10919,7,1
10919,3,1
10919,181,2
10920,31,2
10920,196,4
10920,5,2
10920,15,4
10920,60,1
10921,95,1
10921,204,3
10921,106,5
10922,11,3
10922,175,3
10923,33,1
10923,158,4
10924,180,3
10924,104,4
10924,65,2
10924,57,4
10924,35,1
10925,181,3
10925,96,1
10925,81,5
10926,28,3
10926,191,1
10926,132,5
10926,133,4
10926,189,1
10927,218,3
10927,55,2
10927,48,5
10927,76,5
10927,211,5
10928,205,2
10928,191,2
10929,79,4
10929,110,2
10929,105,4
10929,132,2
10929,196,2
10930,82,1
10930,128,5
10930,28,3
10931,174,2
10931,212,5
10931,86,4
10932,220,5
10932,95,3
10932,154,5
10932,65,2
10933,168,4
10933,41,3
10933,56,4
10934,71,1
10934,205,4
10935,24,4
10935,172,2
10936,175,5
10936,73,5
10936,80,4
10936,90,5
10937,210,3
10937,50,1
10937,77,2
10937,170,4
10937,139,1
10938,55,4
10938,79,2
10938,150,3
10938,101,2
10938,187,1
10939,96,3
10940,25,4
10940,132,5
10940,70,5
10941,133,4
10941,69,5
10941,191,1
10942,163,1
10942,57,3
10942,178,3
10943,127,4
10943,50,5
10944,158,2
10945,104,4
10945,43,1
10945,10,3
10945,93,4
10945,138,3
10946,30,5
10946,135,5
10947,97,4
10947,159,4
10948,173,1
10948,61,3
10948,170,5
10948,77,1
10948,102,3
10949,15,3
10949,63,1
10949,158,5
10949,27,2
10950,29,1
10950,163,1
10951,135,2
10951,77,1
10951,171,1
10952,135,2
10952,54,2
10952,119,5
10953,148,4
10954,23,4
10954,131,4
10954,85,5
10954,50,3
10954,46,4
10955,79,1
10955,147,5
10955,67,1
10955,142,5
10955,64,4
10956,173,5
10956,195,1
10956,190,5
10956,170,4
10957,192,2
10957,152,1
10957,138,5
10958,215,1
10959,181,3
10959,51,4
10959,145,3
10959,124,5
10960,142,5
10960,64,4
10960,176,2
10960,59,1
10960,171,2
10961,148,4
10961,104,1
10961,43,4
10961,176,3
10962,70,4
10963,53,4
10963,217,3
10963,15,5
10964,185,5
10965,103,4
10966,164,4
10966,124,4
10967,188,1
10967,83,4
10968,60,5
10969,150,1
10969,91,4
10969,212,1
10970,46,3
10970,22,4
10971,167,4
10971,168,2
10971,89,5
10971,68,1
10971,18,5
10972,155,4
10972,113,4
10972,136,1
10972,119,1
10973,105,4
10973,10,1
10973,134,4
10974,84,4
10974,141,3
10974,39,3
10975,211,2
10976,156,5
10976,11,5
10976,8,5
10977,159,5
10977,81,3
10977,87,4
10977,182,1
10977,72,3
10978,80,5
10978,139,4
10978,45,4
10978,114,5
10978,177,2
10979,76,4
10979,1,1
10979,74,5
10979,45,2
10980,127,2
10980,192,2
10980,122,4
10980,112,5
10980,134,5
10981,167,3
10981,52,5
10981,191,2
10982,40,3
10982,201,3
10982,127,1
10982,64,1
10983,38,4
10983,26,2
10984,37,2
10984,164,1
10984,15,1
10984,107,5
10985,66,4
10986,50,2
10986,46,3
10986,169,1
10986,71,5
10986,92,1
10987,68,1
10988,78,2
10988,153,3
10988,210,3
10988,45,4
10988,79,1
10989,134,3
10990,145,5
10990,100,4
10991,83,1
10991,147,3
10991,2,5
10991,21,2
10992,68,2
10992,63,1
10992,17,1
10992,134,2
10993,54,1
10993,8,5
10994,91,2
10995,136,1
10995,152,4
10996,150,5
10996,164,3
10996,70,3
10996,158,4
10996,120,1
10997,149,5
10997,204,3
10998,49,1
10998,193,4
10998,192,5
10998,50,2
10999,31,1
10999,109,3
10999,8,3
10999,70,3
10999,153,4
11000,46,2
11000,113,4
11000,152,3
11000,162,3
11001,24,4
11001,107,2
11001,66,4
11001,145,3
11002,179,1
11002,177,2
11002,194,4
11002,109,1
11002,209,3
11003,132,1
11004,158,4
11005,96,4
11006,12,3
11006,53,1
11006,173,1
11006,125,3
11006,90,2
11007,127,5
11007,13,1
11007,49,2
11007,91,5
11008,95,3
11008,45,3
11009,189,5
11009,181,3
11009,106,3
11010,93,5
11010,188,5
11011,200,3
11011,150,5
11011,40,3
11011,177,1
11012,126,4
11012,67,1
11012,59,5
11012,109,2
11012,203,3
11013,218,2
11013,18,3
11013,132,2
11014,23,2
11014,35,3
11014,170,4
11014,43,5
11014,78,2
11015,62,2
11015,57,5
11015,75,5
11015,166,1
11015,23,5
11016,110,1
11016,72,5
11016,21,4
11017,142,2
11017,175,5
11017,148,3
11017,113,2
11018,170,5
11018,193,5
11018,22,2
11018,120,3
11019,167,3
11020,29,3
11020,130,1
11021,180,1
11021,53,5
11021,106,5
11021,20,4
11022,137,5
11022,179,3
11022,212,5
11022,29,1
11022,24,4
11023,171,3
11023,186,4
11023,126,4
11023,87,5
11023,35,4
11024,154,4
11025,4,3
11025,160,4
11026,108,3
11027,204,4
11027,90,2
11027,127,5
11028,8,4
11028,96,3
11028,169,3
11028,70,2
11029,146,4
11029,138,4
11030,34,1
11030,42,4
11030,125,1
11031,176,3
11031,182,3
11032,17,2
11033,137,3
11033,8,1
11033,112,1
11033,182,1
11033,157,1
11034,28,4
11034,174,4
11034,143,2
11035,23,4
11035,142,3
11036,189,2
11037,173,4
11037,28,3
11038,184,3
11039,8,5
11039,180,1
11040,189,5
11040,127,3
11040,99,3
11040,137,5
11041,121,1
11041,154,5
11041,127,1
11042,86,2
11043,197,2
11044,38,3
11044,200,4
11044,26,1
11044,12,2
11044,187,4
11045,83,4
11045,3,1
11045,159,3
11045,201,4
11045,35,5
11046,77,1
11046,194,1
11046,31,4
11046,90,3
11047,201,4
11047,59,5
11048,192,4
11048,155,3
11048,85,3
11048,82,3
11048,76,4
11049,189,1
11049,117,4
11049,71,5
11049,59,1
11049,78,2
11050,208,5
11050,53,5
11051,209,4
11051,51,3
11051,160,1
11052,14,1
11052,143,2
11053,167,4
11053,172,1
11053,139,5
11054,18,5
11055,198,4
11055,155,3
11055,179,3
11055,159,1
11056,76,2
11056,6,5
11057,53,3
11057,171,4
11057,4,1
11057,201,1
11057,171,4
11058,80,4
11058,106,5
11059,4,1
11059,126,5
11059,19,5
11060,70,1
11061,171,1
11061,200,1
11061,45,3
11061,126,4
11061,138,3
11062,64,1
11062,17,4
11063,162,1
11063,133,3
11063,180,3
11063,113,4
11063,45,5
11064,40,4
11064,132,1
11064,202,1
11064,8,4
11064,45,2
11065,139,5
11066,59,2
11066,79,4
11066,20,2
11067,121,1
11068,129,3
11068,199,1
11068,164,5
11068,212,5
11069,212,5
11070,99,5
11070,66,4
11071,202,3
11072,21,5
11072,113,2
11072,38,4
11073,5,2
11073,124,2
11073,68,2
11074,213,1
11074,74,1
11075,110,2
11075,187,4
11076,128,5
11076,39,2
11076,35,3
11077,183,5
11077,125,3
11077,21,5
11077,64,4
11077,61,4
11078,52,3
11078,81,5
11078,89,4
11079,124,1
11079,213,3
11080,112,4
11080,214,1
11080,169,5
11081,101,1
11081,133,1
11081,45,4
11081,37,1
11082,82,4
11082,213,5
11083,109,3
11084,39,5
11084,216,3
11085,195,1
11086,147,5
11086,82,5
11086,78,2
11086,148,1
11087,55,2
11087,106,2
11087,183,5
11087,108,4
11088,8,4
11088,34,4
11088,179,0
11089,178,3
11089,23,3
11089,157,3
11089,158,4
11090,116,5
11090,17,3
11090,196,3
11090,39,5
11091,216,5
11091,115,2
11091,49,1
11091,77,1
11091,30,4
11092,121,1
11092,168,5
11092,217,2
11092,123,5
11093,88,4
11093,128,1
11093,20,3
11093,47,5
11093,48,3
11094,39,1
11094,32,5
11095,149,3
11095,147,4
11095,122,2
11095,214,2
11095,200,1
11096,123,5
11096,36,4
11096,172,2
11096,143,1
11097,70,1
11097,53,5
11098,150,5
11098,44,2
11098,118,4
11098,69,4
11099,43,4
11099,171,1
11099,181,4
11100,74,4
11100,107,1
11100,155,2
11100,18,3
11100,36,1
11101,145,1
11101,50,3
11101,178,2
11101,196,4
11102,192,3
11102,88,4
11102,176,2
11103,139,1
11103,40,3
11104,131,4
11104,114,2
11104,132,1
11105,117,5
11106,150,3
11106,85,3
11106,153,3
11106,52,3
11106,6,4
11107,103,2
11108,35,5
11108,105,4
11108,137,4
11108,175,1
11109,3,2
11109,187,3
11110,181,4
11110,55,3
11110,129,4
11110,81,2
11110,36,4
11111,134,3
11111,13,0
11112,124,2
11112,92,4
11113,219,4
11113,104,5
11113,131,1
11113,17,5
11114,122,5
11114,139,3
11114,143,4
11115,57,4
11115,13,4
11116,63,1
11117,27,4
11117,68,5
11117,37,1
11117,86,1
11118,59,3
11118,108,3
11118,153,1
11119,45,4
11119,28,4
11119,36,1
11119,4,1
11119,48,2
11120,44,3
11120,15,5
11121,40,1
11121,107,1
11121,98,3
11121,160,1
11121,37,2
11122,49,4
11122,91,2
11122,68,4
11123,172,1
11123,23,5
11123,214,1
11123,58,2
11124,5,5
11124,104,3
11125,129,2
11126,157,3
11126,170,5
11126,208,4
11127,93,2
11127,131,4
11127,209,2
11127,213,5
11127,115,4
11128,139,5
11128,84,3
11129,146,2
11130,138,5
11130,67,3
11130,20,2
11131,5,4
11131,6,3
11131,64,3
11131,184,5
11131,40,2
11132,173,4
11132,95,1
11132,79,4
11132,157,4
11132,139,5
11133,55,1
11133,203,4
11133,208,5
11133,216,2
11133,19,2
11134,24,4
11135,23,5
11135,197,2
11135,117,1
11135,15,3
11136,191,4
11137,99,4
11137,11,4
11137,214,5
11138,36,2
11138,109,5
11138,182,3
11139,105,4
11139,184,4
11139,127,5
11140,148,2
11140,100,2
11140,64,3
11140,37,2
11140,156,3
11141,30,1
11142,41,3
11142,13,2
11142,148,2
11142,69,4
11143,101,4
11143,71,4
11143,178,3
11143,73,4
11144,163,3
11145,83,5
11145,216,4
11145,55,5
11146,66,1
11146,95,3
11146,164,5
11146,86,3
11147,219,1
11147,16,3
11147,68,4
11148,150,2
11148,152,2
11149,150,4
11149,179,5
11149,98,4
11150,84,3
11150,173,1
11150,77,3
11150,168,4
11150,145,1
11151,144,4
11151,169,2
11151,95,3
11151,55,2
11152,97,2
11152,189,5
11152,141,2
11152,193,3
11152,101,3
11153,120,4
11153,212,2
11153,10,5
11153,176,2
11154,11,3
11154,6,3
11155,115,2
11155,72,5
11155,66,2
11156,181,5
11156,4,3
11156,87,4
11156,5,2
11156,5,4
11157,95,4
11158,92,2
11158,52,5
11158,172,2
11158,134,2
11158,136,1
11159,88,1
11160,167,2
11160,66,1
11160,43,1
11160,157,5
11160,131,5
11161,150,5
11161,65,5
11162,155,2
11163,6,1
11163,200,1
11163,177,5
11163,178,5
11164,44,2
11165,212,1
11165,67,3
11165,84,3
11165,66,1
11166,186,4
11166,190,1
11166,59,1
11166,52,1
11167,67,1
11168,108,1
11168,93,3
11168,92,1
11168,132,3
11168,159,5
11169,4,2
11169,32,2
11169,43,5
11170,218,1
11170,34,2
11170,108,2
11171,198,1
11171,121,2
11171,24,4
11171,10,4
11171,25,1
11172,117,1
11172,108,3
11172,213,4
11172,112,5
11172,115,5
11173,123,1
11173,185,3
11173,173,5
11174,37,2
11175,71,3
11175,125,4
11176,36,3
11176,123,3
11176,175,2
11177,57,5
11177,79,3
11177,169,4
11177,79,4
11178,170,2
11178,43,2
11179,217,5
11179,57,3
11179,22,2
11179,155,5
11180,161,1
11181,111,4
11182,84,1
11182,6,4
11182,72,1
11182,152,5
11182,47,1
11183,105,2
11183,110,1
11183,134,5
11184,217,3
11184,167,3
11184,100,1
11184,42,3
11185,167,4
11185,87,3
11186,37,4
11186,205,2
11186,80,2
11186,88,-4
11186,14,2
11187,2,2
11187,48,5
11187,108,5
11187,154,3
11187,9,2
11188,11,2
11188,132,5
11188,209,2
11188,87,4
11189,130,2
11189,186,4
11189,142,3
11190,144,5
11190,55,2
11190,6,4
11190,154,2
11191,135,5
11191,79,4
11191,95,1
11192,2,3
11192,89,5
11193,103,1
11193,34,3
11193,140,2
11193,186,2
11194,158,1
11195,214,3
11195,36,5
11195,107,1
11196,69,2
11196,156,1
11196,129,4
11197,1,1
11197,106,4
11197,101,2
11198,11,4
11199,215,1
11199,141,1
11199,158,3
11200,190,1
11200,11,1
11201,179,1
11201,71,1
11201,202,5
11202,69,4
11202,187,2
11202,187,3
11202,44,5
11202,199,4
11203,79,4
11203,1,3
11203,84,1
11203,195,1
11203,107,3
11204,189,4
11204,129,5
11204,188,1
11205,126,2
11205,23,4
11205,97,2
11206,138,3
11206,123,2
11206,59,2
11206,7,2
11207,21,5
11207,142,3
11207,74,1
11208,100,2
11208,158,4
11208,72,4
11209,173,2
11209,157,1
11209,36,5
11209,35,5
11210,69,5
11210,128,3
11210,154,5
11210,194,2
11210,4,5
11211,153,5
11211,19,4
11211,169,5
11211,195,4
11212,105,3
11212,102,5
11212,175,4
11212,97,2
11213,123,3
11213,3,3
11214,177,3
11214,214,1
11214,142,1
11214,88,1
11214,20,3
11215,110,1
11215,68,5
11215,44,4
11215,55,1
11216,181,5
11216,36,4
11216,77,2
11216,157,2
11217,97,2
11217,32,3
11217,197,4
11218,150,4
11218,96,4
11218,38,1
11219,97,4
11219,134,1
11219,41,3
11219,62,1
11219,121,4
11220,185,3
11220,158,2
11220,206,5
11220,90,1
11220,34,4
11221,26,4
11221,217,3
11221,54,1
11221,166,2
11221,206,2
11222,29,5
11223,69,1
11223,22,1
11224,13,1
11225,73,1
11225,36,1
11225,186,4
11226,168,5
11226,202,5
11226,208,5
11226,137,1
11227,93,4
11227,117,2
11227,205,5
11227,92,1
11228,157,5
11228,173,4
11228,71,5
11229,23,3
11229,174,0
11229,170,5
11229,112,1
11229,187,2
11230,130,3
11230,47,2
11230,132,3
11230,96,3
11230,133,4
11231,38,5
11231,175,1
11231,179,1
11232,176,5
11232,4,3
11232,107,5
11232,86,5
11232,142,3
11233,5,3
11233,88,3
11233,107,5
11234,93,3
11234,189,2
11234,94,5
11234,30,5
11235,170,3
11236,135,1
11236,194,4
11236,196,5
11236,77,2
11236,77,3
11237,125,3
11237,17,2
11238,86,2
11238,67,2
11239,30,2
11239,64,4
11239,29,2
11240,148,5
11240,133,5
11240,138,4
11241,88,5
11242,18,2
11242,213,4
11243,213,3
11244,3,4
11244,151,2
11244,15,4
11244,26,3
11245,83,4
11246,95,5
11246,128,5
11247,134,5
11247,116,3
11247,26,2
11248,100,3
11248,175,4
11248,171,5
11249,125,1
11250,62,2
11250,75,1
11250,214,5
11251,74,5
11252,31,3
11253,83,2
11253,190,2
11254,10,3
11254,122,1
11255,138,5
11255,36,2
11255,108,5
11255,59,1
11256,152,1
11256,73,2
11256,21,1
11257,44,1
11257,167,2
11257,167,5
11258,112,1
11258,52,2
11259,110,3
11260,20,2
11260,185,5
11260,36,1
11261,147,1
11261,136,2
11261,90,2
11261,165,2
11261,192,1
11262,128,1
11262,218,1
11263,160,5
11264,20,5
11264,187,2
11265,69,1
11265,108,5
11265,89,2
11266,77,4
11266,108,2
11267,13,5
11267,72,2
11267,83,3
11267,6,3
11267,9,3
11268,168,4
11268,192,4
11269,27,4
11269,31,2
11269,153,2
11270,134,2
11270,165,2
11270,42,4
11270,60,5
11271,150,5
11271,214,0
11271,162,2
11271,151,3
11272,64,2
11273,9,3
11273,128,2
11273,55,2
11273,12,3
11273,89,1
11274,152,3
11275,17,5
11275,198,1
11275,114,1
11275,193,2
11275,175,3
11276,90,1
11276,207,4
11276,160,3
11277,217,2
11278,49,1
11278,4,2
11279,212,5
11279,106,2
11280,34,4
11281,151,4
11281,15,1
11281,132,3
11281,54,2
11281,198,4
11282,18,2
11282,128,5
11282,207,5
11282,113,4
11283,142,1
11283,183,3
11283,106,2
11284,219,2
11285,137,5
11286,84,3
11286,89,2
11287,147,4
11287,77,5
11288,103,1
11289,189,4
11290,47,2
11290,36,3
11290,118,3
11290,37,1
11290,173,4
11291,182,1
11291,204,5
11291,48,4
11291,149,3
11292,45,4
11292,173,4
11292,74,5
11292,96,4
11293,182,4
11293,182,4
11294,50,1
11295,20,3
11295,93,1
11295,199,2
11295,32,1
11295,106,3
11296,211,3
11296,32,3
11296,44,2
11297,205,4
11297,38,4
11297,164,2
11298,200,4
11298,1,2
11298,189,5
11298,40,1
11298,117,2
11299,25,4
11299,116,3
11300,30,2
11300,154,3
11300,165,1
11301,190,4
11301,88,3
11301,130,3
11301,102,3
11301,141,4
11302,119,5
11302,111,5
11302,26,5
11302,156,4
11303,151,2
11304,125,3
11304,70,5
11304,24,1
11304,172,3
11305,53,5
11305,107,1
11305,138,5
11306,60,5
11306,23,4
11306,150,1
11306,172,1
11307,123,2
11307,32,1
11307,209,3
11308,3,2
11308,219,2
11308,106,5
11309,1,3
11310,45,5
11310,151,5
11310,45,3
11310,161,1
11311,15,5
11311,23,2
11311,90,3
11312,65,5
11313,205,3
11313,142,3
11313,168,2
11313,107,1
11314,168,1
11314,120,2
11315,192,4
11316,193,3
11316,188,5
11316,198,1
11316,157,1
11316,49,5
11317,104,3
11318,127,3
11318,14,5
11319,107,3
11319,110,3
11319,55,1
11319,80,4
11319,119,4
11320,39,1
11320,140,3
11320,107,4
11320,157,1
11321,171,3
11321,173,1
11322,108,4
11322,85,3
11322,193,2
11322,142,3
11323,159,3
