order_id,customer_id,date_id,channel_id,status_id,product_id,product_name,category_id,quantity,price,amount
10817,189,218,1,3,130,product 130,4,2,52.63,105.26
10817,189,218,1,3,172,product 172,5,1,86.32,86.32
10818,6,301,1,3,76,product 76,6,2,80.33,160.66
10819,161,342,1,1,163,product 163,3,3,37.49,112.47
10819,161,342,1,1,44,product 44,2,1,44.02,44.02
10819,161,342,1,1,85,product 85,5,5,115.71,578.55
10819,161,342,1,1,66,product 66,4,1,108.45,108.45
10819,161,342,1,1,183,product 183,4,2,34.97,69.94
10820,312,222,2,2,38,product 38,5,3,67.67,203.01
10820,312,222,2,2,8,product 8,4,5,121.31,606.55
10820,312,222,2,2,28,product 28,4,1,83.15,83.15
10821,78,142,2,3,48,product 48,5,1,43.03,43.03
10821,78,142,2,3,164,product 164,2,1,81.78,81.78
10822,91,262,1,3,95,product 95,1,4,41.42,165.68
10822,91,262,1,3,61,product 61,6,3,37.82,113.46
10822,91,262,1,3,129,product 129,3,4,16.79,67.16
10822,91,262,1,3,160,product 160,5,4,25.51,102.04
10823,321,360,1,3,62,product 62,1,3,71.57,214.71
10823,321,360,1,3,37,product 37,3,2,83.31,166.62
10823,321,360,1,3,195,product 195,2,3,5.00,15.00
10824,199,228,1,3,70,product 70,4,1,91.29,91.29
10824,199,228,1,3,10,product 10,5,5,7.59,37.95
10827,97,51,1,3,195,product 195,2,3,5.00,15.00
10827,97,51,1,3,118,product 118,1,2,123.25,246.50
10827,97,51,1,3,175,product 175,3,5,151.47,757.35
10828,123,53,1,3,166,product 166,1,4,5.00,20.00
10828,123,53,1,3,61,product 61,6,1,37.82,37.82
10828,123,53,1,3,182,product 182,1,5,81.93,409.65
10828,123,53,1,3,73,product 73,2,3,38.99,116.97
10829,347,249,3,3,141,product 141,6,1,.00,.00
10829,347,249,3,3,196,product 196,2,5,5.00,25.00
10829,347,249,3,3,190,product 190,2,3,115.65,346.95
10829,347,249,3,3,167,product 167,1,3,49.08,147.24
10829,347,249,3,3,119,product 119,4,4,61.00,244.00
10830,145,314,3,2,112,product 112,1,1,67.72,67.72
10831,202,319,3,3,184,product 184,5,1,.00,.00
10831,202,319,3,3,71,product 71,3,1,104.35,104.35
10831,202,319,3,3,61,product 61,6,5,37.82,189.10
10832,2,25,3,3,81,product 81,3,2,65.77,131.54
10833,308,41,1,3,160,product 160,5,2,25.51,51.02
10834,154,135,1,3,220,product 220,5,1,76.91,76.91
10834,154,135,1,3,150,product 150,5,3,91.94,275.82
10835,270,296,1,2,149,product 149,3,5,289.68,1448.40
10835,270,296,1,2,42,product 42,5,4,5.00,20.00
10835,270,296,1,2,146,product 146,6,2,74.28,148.56
10835,270,296,1,2,8,product 8,4,1,121.31,121.31
10835,270,296,1,2,90,product 90,5,5,95.11,475.55
10836,95,168,1,3,57,product 57,7,4,42.94,171.76
10837,228,282,1,3,50,product 50,5,2,130.98,261.96
10837,228,282,1,3,216,product 216,3,2,19.77,39.54
10838,128,59,1,3,181,product 181,2,4,19.35,77.40
10838,128,59,1,3,137,product 137,4,1,62.15,62.15
10838,128,59,1,3,185,product 185,5,4,159.01,636.04
10838,128,59,1,3,193,product 193,5,5,17.91,89.55
10838,128,59,1,3,88,product 88,5,5,80.50,402.50
10839,114,31,1,3,36,product 36,3,2,110.55,221.10
10840,59,255,1,3,45,product 45,2,5,25.55,127.75
10840,59,255,1,3,99,product 99,6,1,69.05,69.05
10841,252,81,2,3,96,product 96,6,2,.00,.00
10841,252,81,2,3,121,product 121,3,4,5.00,20.00
10842,120,104,2,3,58,product 58,6,5,27.70,138.50
10843,43,128,3,3,213,product 213,5,5,33.68,168.40
10843,43,128,3,3,158,product 158,6,4,70.68,282.72
10843,43,128,3,3,144,product 144,1,3,5.00,15.00
10844,251,13,1,3,76,product 76,6,2,80.33,160.66
10845,249,2,1,3,151,product 151,4,5,52.41,262.05
10845,249,2,1,3,123,product 123,4,2,154.58,309.16
10846,347,226,2,3,90,product 90,5,4,95.11,380.44
10846,347,226,2,3,90,product 90,5,4,95.11,380.44
10846,347,226,2,3,141,product 141,6,4,.00,.00
10846,347,226,2,3,133,product 133,4,5,74.56,372.80
10847,317,181,3,3,77,product 77,2,5,108.93,544.65
10847,317,181,3,3,31,product 31,4,2,70.99,141.98
10847,317,181,3,3,150,product 150,5,2,91.94,183.88
10847,317,181,3,3,149,product 149,3,5,289.68,1448.40
10848,71,349,3,1,198,product 198,7,2,.00,.00
10848,71,349,3,1,73,product 73,2,4,38.99,155.96
10848,71,349,3,1,61,product 61,6,2,37.82,75.64
10848,71,349,3,1,103,product 103,5,4,57.98,231.92
10848,71,349,3,1,210,product 210,3,1,13.77,13.77
10849,19,282,3,1,51,product 51,2,2,44.20,88.40
10849,19,282,3,1,147,product 147,4,3,130.25,390.75
10849,19,282,3,1,15,product 15,4,2,67.93,135.86
10849,19,282,3,1,31,product 31,4,5,70.99,354.95
10850,311,331,2,3,182,product 182,1,5,81.93,409.65
10850,311,331,2,3,183,product 183,4,3,34.97,104.91
10850,311,331,2,3,100,product 100,5,5,28.26,141.30
10850,311,331,2,3,157,product 157,3,3,71.75,215.25
10851,347,89,3,3,90,product 90,5,2,95.11,190.22
10851,347,89,3,3,187,product 187,4,5,123.63,618.15
10851,347,89,3,3,178,product 178,2,1,103.20,103.20
10852,221,162,1,3,111,product 111,3,4,33.54,134.16
10853,220,335,1,3,109,product 109,1,3,66.39,199.17
10853,220,335,1,3,154,product 154,5,4,.00,.00
10853,220,335,1,3,214,product 214,5,4,67.91,271.64
10853,220,335,1,3,69,product 69,3,4,85.26,341.04
10853,220,335,1,3,172,product 172,5,4,86.32,345.28
10854,37,132,2,3,209,product 209,4,2,50.24,100.48
10854,37,132,2,3,101,product 101,1,4,66.55,266.20
10854,37,132,2,3,33,product 33,1,1,91.89,91.89
10854,37,132,2,3,94,product 94,4,2,66.13,132.26
10854,37,132,2,3,163,product 163,3,2,37.49,74.98
10855,197,133,1,3,14,product 14,3,5,105.68,528.40
10855,197,133,1,3,109,product 109,1,1,66.39,66.39
10855,197,133,1,3,147,product 147,4,3,130.25,390.75
10855,197,133,1,3,141,product 141,6,5,.00,.00
10855,197,133,1,3,43,product 43,3,4,36.35,145.40
10856,6,30,1,3,128,product 128,5,5,106.78,533.90
10856,6,30,1,3,202,product 202,6,3,105.42,316.26
10857,276,195,1,3,12,product 12,4,3,8.96,26.88
10857,276,195,1,3,33,product 33,1,5,91.89,459.45
10857,276,195,1,3,173,product 173,5,2,115.31,230.62
10857,276,195,1,3,13,product 13,2,4,18.10,72.40
10858,317,22,1,3,28,product 28,4,4,83.15,332.60
10858,317,22,1,3,198,product 198,7,3,.00,.00
10858,317,22,1,3,192,product 192,2,4,59.26,237.04
10858,317,22,1,3,43,product 43,3,5,36.35,181.75
10859,8,149,1,3,43,product 43,3,2,36.35,72.70
10859,8,149,1,3,205,product 205,5,1,32.71,32.71
10859,8,149,1,3,32,product 32,2,2,46.59,93.18
10859,8,149,1,3,67,product 67,1,4,58.17,232.68
10860,84,231,3,3,69,product 69,3,4,85.26,341.04
10860,84,231,3,3,37,product 37,3,3,83.31,249.93
10861,243,131,3,3,19,product 19,3,5,426.60,2133.00
10861,243,131,3,3,149,product 149,3,1,289.68,289.68
10861,243,131,3,3,203,product 203,6,2,58.43,116.86
10861,243,131,3,3,179,product 179,1,1,94.41,94.41
10862,39,348,3,3,115,product 115,3,5,69.02,345.10
10862,39,348,3,3,74,product 74,4,3,41.18,123.54
10862,39,348,3,3,37,product 37,3,2,83.31,166.62
10863,284,124,3,3,174,product 174,4,1,5.00,5.00
10863,284,124,3,3,217,product 217,4,5,16.75,83.75
10864,235,89,1,2,174,product 174,4,5,5.00,25.00
10864,235,89,1,2,169,product 169,2,5,39.94,199.70
10865,232,275,3,3,17,product 17,5,2,82.88,165.76
10865,232,275,3,3,117,product 117,1,4,.00,.00
10866,253,184,1,3,11,product 11,5,2,29.87,59.74
10866,253,184,1,3,139,product 139,7,4,14.23,56.92
10867,101,362,1,3,216,product 216,3,3,19.77,59.31
10867,101,362,1,3,57,product 57,7,1,42.94,42.94
10867,101,362,1,3,64,product 64,5,3,158.86,476.58
10867,101,362,1,3,200,product 200,5,3,56.19,168.57
10867,101,362,1,3,157,product 157,3,1,71.75,71.75
10868,321,276,1,3,188,product 188,6,3,28.09,84.27
10868,321,276,1,3,134,product 134,5,2,73.54,147.08
10869,174,108,3,3,61,product 61,6,3,37.82,113.46
10869,174,108,3,3,38,product 38,5,1,67.67,67.67
10870,180,310,3,2,171,product 171,2,3,50.09,150.27
10870,180,310,3,2,135,product 135,5,1,33.35,33.35
10870,180,310,3,2,81,product 81,3,2,65.77,131.54
10870,180,310,3,2,210,product 210,3,3,13.77,41.31
10871,268,132,3,2,114,product 114,5,5,70.05,350.25
10871,268,132,3,2,114,product 114,5,1,70.05,70.05
10871,268,132,3,2,28,product 28,4,5,83.15,415.75
10871,268,132,3,2,103,product 103,5,5,57.98,289.90
10871,268,132,3,2,47,product 47,4,5,101.73,508.65
10872,112,226,3,3,169,product 169,2,4,39.94,159.76
10872,112,226,3,3,154,product 154,5,3,.00,.00
10872,112,226,3,3,51,product 51,2,5,44.20,221.00
10873,20,153,1,3,134,product 134,5,4,73.54,294.16
10873,20,153,1,3,51,product 51,2,1,44.20,44.20
10873,20,153,1,3,203,product 203,6,3,58.43,175.29
10873,20,153,1,3,99,product 99,6,3,69.05,207.15
10874,114,1,3,3,123,product 123,4,4,154.58,618.32
10874,114,1,3,3,80,product 80,4,1,113.09,113.09
10874,114,1,3,3,39,product 39,3,3,92.43,277.29
10874,114,1,3,3,127,product 127,2,3,25.52,76.56
10874,114,1,3,3,132,product 132,5,1,90.90,90.90
10875,229,82,3,3,39,product 39,3,3,92.43,277.29
10875,229,82,3,3,161,product 161,1,1,78.71,78.71
10875,229,82,3,3,5,product 5,4,3,74.08,222.24
10875,229,82,3,3,96,product 96,6,5,.00,.00
10876,74,245,1,3,120,product 120,4,1,52.31,52.31
10876,74,245,1,3,44,product 44,2,1,44.02,44.02
10876,74,245,1,3,108,product 108,1,4,81.78,327.12
10876,74,245,1,3,4,product 4,2,4,30.93,123.72
10877,278,286,3,3,21,product 21,3,4,48.19,192.76
10877,278,286,3,3,159,product 159,3,3,11.99,35.97
10877,278,286,3,3,5,product 5,4,2,74.08,148.16
10877,278,286,3,3,101,product 101,1,5,66.55,332.75
10878,228,66,1,3,206,product 206,3,3,48.21,144.63
10878,228,66,1,3,208,product 208,3,4,16.54,66.16
10878,228,66,1,3,131,product 131,1,2,69.76,139.52
10879,241,2,1,2,76,product 76,6,4,80.33,321.32
10879,241,2,1,2,75,product 75,3,3,77.84,233.52
10879,241,2,1,2,43,product 43,3,4,36.35,145.40
10879,241,2,1,2,39,product 39,3,4,92.43,369.72
10879,241,2,1,2,118,product 118,1,2,123.25,246.50
10880,338,33,3,3,186,product 186,3,4,84.78,339.12
10880,338,33,3,3,130,product 130,4,1,52.63,52.63
10880,338,33,3,3,166,product 166,1,2,5.00,10.00
10881,86,159,1,3,102,product 102,1,5,89.39,446.95
10881,86,159,1,3,155,product 155,3,5,19.53,97.65
10881,86,159,1,3,15,product 15,4,4,67.93,271.72
10882,31,60,1,3,53,product 53,2,1,68.32,68.32
10882,31,60,1,3,80,product 80,4,2,113.09,226.18
10883,124,167,1,3,159,product 159,3,3,11.99,35.97
10883,124,167,1,3,190,product 190,2,2,115.65,231.30
10883,124,167,1,3,120,product 120,4,4,52.31,209.24
10883,124,167,1,3,94,product 94,4,4,66.13,264.52
10883,124,167,1,3,90,product 90,5,4,95.11,380.44
10884,139,306,1,3,58,product 58,6,5,27.70,138.50
10884,139,306,1,3,79,product 79,5,4,97.11,388.44
10884,139,306,1,3,107,product 107,2,3,38.89,116.67
10884,139,306,1,3,72,product 72,1,1,71.50,71.50
10885,5,359,3,3,15,product 15,4,1,67.93,67.93
10886,126,231,3,3,34,product 34,2,5,47.39,236.95
10887,273,121,1,2,142,product 142,6,3,5.00,15.00
10887,273,121,1,2,81,product 81,3,2,65.77,131.54
10887,273,121,1,2,172,product 172,5,4,86.32,345.28
10887,273,121,1,2,146,product 146,6,4,74.28,297.12
10888,29,231,1,3,110,product 110,1,1,5.00,5.00
10888,29,231,1,3,7,product 7,4,3,81.21,243.63
10888,29,231,1,3,206,product 206,3,4,48.21,192.84
10888,29,231,1,3,4,product 4,2,5,30.93,154.65
10888,29,231,1,3,169,product 169,2,2,39.94,79.88
10889,333,32,1,3,171,product 171,2,2,50.09,100.18
10889,333,32,1,3,104,product 104,4,2,87.05,174.10
10890,213,178,3,2,8,product 8,4,4,121.31,485.24
10890,213,178,3,2,52,product 52,3,1,16.85,16.85
10890,213,178,3,2,69,product 69,3,3,85.26,255.78
10890,213,178,3,2,68,product 68,6,1,55.56,55.56
10890,213,178,3,2,16,product 16,2,1,88.27,88.27
10891,336,163,1,3,121,product 121,3,3,5.00,15.00
10891,336,163,1,3,123,product 123,4,3,154.58,463.74
10892,319,338,1,3,140,product 140,1,3,15.69,47.07
10892,319,338,1,3,186,product 186,3,2,84.78,169.56
10892,319,338,1,3,42,product 42,5,2,5.00,10.00
10893,210,53,1,3,141,product 141,6,5,.00,.00
10894,100,231,2,3,35,product 35,5,4,27.60,110.40
10894,100,231,2,3,210,product 210,3,5,13.77,68.85
10895,283,84,1,3,132,product 132,5,5,90.90,454.50
10895,283,84,1,3,17,product 17,5,3,82.88,248.64
10895,283,84,1,3,192,product 192,2,3,59.26,177.78
10896,261,33,2,3,124,product 124,7,4,85.10,340.40
10897,203,71,1,3,76,product 76,6,5,80.33,401.65
10897,203,71,1,3,68,product 68,6,1,55.56,55.56
10897,203,71,1,3,89,product 89,3,5,120.03,600.15
10897,203,71,1,3,86,product 86,4,5,30.34,151.70
10898,323,293,1,3,85,product 85,5,4,115.71,462.84
10898,323,293,1,3,166,product 166,1,3,5.00,15.00
10898,323,293,1,3,187,product 187,4,4,123.63,494.52
10898,323,293,1,3,66,product 66,4,3,108.45,325.35
10898,323,293,1,3,188,product 188,6,2,28.09,56.18
10899,324,296,3,2,63,product 63,3,5,56.73,283.65
10899,324,296,3,2,106,product 106,5,2,98.74,197.48
10900,97,299,2,3,205,product 205,5,2,32.71,65.42
10901,51,113,1,3,197,product 197,4,3,63.22,189.66
10901,51,113,1,3,198,product 198,7,2,.00,.00
10901,51,113,1,3,66,product 66,4,1,108.45,108.45
10901,51,113,1,3,55,product 55,5,1,35.32,35.32
10902,329,284,2,1,130,product 130,4,4,52.63,210.52
10902,329,284,2,1,151,product 151,4,3,52.41,157.23
10902,329,284,2,1,65,product 65,4,2,35.20,70.40
10902,329,284,2,1,186,product 186,3,3,84.78,254.34
10902,329,284,2,1,61,product 61,6,1,37.82,37.82
10903,10,308,3,1,178,product 178,2,5,103.20,516.00
10903,10,308,3,1,195,product 195,2,3,5.00,15.00
10903,10,308,3,1,140,product 140,1,2,15.69,31.38
10903,10,308,3,1,43,product 43,3,5,36.35,181.75
10904,268,234,2,3,70,product 70,4,3,91.29,273.87
10904,268,234,2,3,128,product 128,5,2,106.78,213.56
10905,262,129,2,3,190,product 190,2,4,115.65,462.60
10905,262,129,2,3,165,product 165,2,4,80.01,320.04
10905,262,129,2,3,179,product 179,1,2,94.41,188.82
10906,232,104,1,3,59,product 59,3,1,331.25,331.25
10907,173,68,2,3,23,product 23,3,2,82.40,164.80
10907,173,68,2,3,206,product 206,3,3,48.21,144.63
10907,173,68,2,3,55,product 55,5,4,35.32,141.28
10907,173,68,2,3,89,product 89,3,2,120.03,240.06
10908,70,273,1,3,196,product 196,2,2,5.00,10.00
10908,70,273,1,3,10,product 10,5,1,7.59,7.59
10908,70,273,1,3,12,product 12,4,1,8.96,8.96
10908,70,273,1,3,119,product 119,4,3,61.00,183.00
10908,70,273,1,3,84,product 84,4,1,9.68,9.68
10909,198,33,1,3,40,product 40,1,4,97.19,388.76
10909,198,33,1,3,25,product 25,4,1,102.44,102.44
10909,198,33,1,3,143,product 143,5,2,12.84,25.68
10910,100,297,1,3,47,product 47,4,2,101.73,203.46
10910,100,297,1,3,111,product 111,3,4,33.54,134.16
10911,309,41,1,3,149,product 149,3,1,289.68,289.68
10911,309,41,1,3,195,product 195,2,4,5.00,20.00
10911,309,41,1,3,213,product 213,5,1,33.68,33.68
10911,309,41,1,3,67,product 67,1,5,58.17,290.85
10911,309,41,1,3,46,product 46,2,3,66.95,200.85
10912,37,158,1,2,6,product 6,6,2,51.33,102.66
10912,37,158,1,2,49,product 49,5,3,.00,.00
10912,37,158,1,2,152,product 152,3,1,48.56,48.56
10913,133,98,3,3,146,product 146,6,5,74.28,371.40
10913,133,98,3,3,33,product 33,1,5,91.89,459.45
10913,133,98,3,3,183,product 183,4,2,34.97,69.94
10914,321,228,1,3,55,product 55,5,5,35.32,176.60
10914,321,228,1,3,121,product 121,3,5,5.00,25.00
10915,227,81,1,3,31,product 31,4,4,70.99,283.96
10915,227,81,1,3,120,product 120,4,5,52.31,261.55
10915,227,81,1,3,101,product 101,1,1,66.55,66.55
10915,227,81,1,3,78,product 78,3,4,74.65,298.60
10916,290,106,1,3,195,product 195,2,3,5.00,15.00
10916,290,106,1,3,158,product 158,6,3,70.68,212.04
10916,290,106,1,3,216,product 216,3,5,19.77,98.85
10916,290,106,1,3,45,product 45,2,1,25.55,25.55
10917,51,188,1,2,198,product 198,7,5,.00,.00
10917,51,188,1,2,46,product 46,2,1,66.95,66.95
10917,51,188,1,2,68,product 68,6,4,55.56,222.24
10917,51,188,1,2,139,product 139,7,2,14.23,28.46
10917,51,188,1,2,15,product 15,4,4,67.93,271.72
10918,31,270,3,3,102,product 102,1,5,89.39,446.95
10918,31,270,3,3,108,product 108,1,2,81.78,163.56
10918,31,270,3,3,191,product 191,6,3,114.41,343.23
10918,31,270,3,3,211,product 211,5,3,64.11,192.33
10918,31,270,3,3,109,product 109,1,3,66.39,199.17
10919,178,291,1,3,70,product 70,4,1,91.29,91.29
10919,178,291,1,3,18,product 18,1,4,104.11,416.44
10919,178,291,1,3,7,product 7,4,1,81.21,81.21
10919,178,291,1,3,3,product 3,3,1,53.37,53.37
10919,178,291,1,3,181,product 181,2,2,19.35,38.70
10920,191,288,3,3,31,product 31,4,2,70.99,141.98
10920,191,288,3,3,196,product 196,2,4,5.00,20.00
10920,191,288,3,3,5,product 5,4,2,74.08,148.16
10920,191,288,3,3,15,product 15,4,4,67.93,271.72
10920,191,288,3,3,60,product 60,3,1,86.98,86.98
10921,295,304,3,3,95,product 95,1,1,41.42,41.42
10921,295,304,3,3,204,product 204,5,3,102.31,306.93
10921,295,304,3,3,106,product 106,5,5,98.74,493.70
10922,77,36,3,2,11,product 11,5,3,29.87,89.61
10922,77,36,3,2,175,product 175,3,3,151.47,454.41
10923,203,298,2,2,33,product 33,1,1,91.89,91.89
10923,203,298,2,2,158,product 158,6,4,70.68,282.72
10924,275,156,2,3,180,product 180,4,3,65.24,195.72
10924,275,156,2,3,104,product 104,4,4,87.05,348.20
10924,275,156,2,3,65,product 65,4,2,35.20,70.40
10924,275,156,2,3,57,product 57,7,4,42.94,171.76
10924,275,156,2,3,35,product 35,5,1,27.60,27.60
10925,165,262,1,3,181,product 181,2,3,19.35,58.05
10925,165,262,1,3,96,product 96,6,1,.00,.00
10925,165,262,1,3,81,product 81,3,5,65.77,328.85
10926,206,214,1,3,28,product 28,4,3,83.15,249.45
10926,206,214,1,3,191,product 191,6,1,114.41,114.41
10926,206,214,1,3,132,product 132,5,5,90.90,454.50
10926,206,214,1,3,133,product 133,4,4,74.56,298.24
10926,206,214,1,3,189,product 189,3,1,111.36,111.36
10927,338,175,1,3,218,product 218,7,3,110.92,332.76
10927,338,175,1,3,55,product 55,5,2,35.32,70.64
10927,338,175,1,3,48,product 48,5,5,43.03,215.15
10927,338,175,1,3,76,product 76,6,5,80.33,401.65
10927,338,175,1,3,211,product 211,5,5,64.11,320.55
10928,339,88,3,3,205,product 205,5,2,32.71,65.42
10928,339,88,3,3,191,product 191,6,2,114.41,228.82
10929,339,217,3,3,79,product 79,5,4,97.11,388.44
10929,339,217,3,3,110,product 110,1,2,5.00,10.00
10929,339,217,3,3,105,product 105,7,4,5.00,20.00
10929,339,217,3,3,132,product 132,5,2,90.90,181.80
10929,339,217,3,3,196,product 196,2,2,5.00,10.00
10930,261,220,3,3,82,product 82,2,1,8.01,8.01
10930,261,220,3,3,128,product 128,5,5,106.78,533.90
10930,261,220,3,3,28,product 28,4,3,83.15,249.45
10931,215,272,3,3,174,product 174,4,2,5.00,10.00
10931,215,272,3,3,212,product 212,4,5,1405.68,7028.40
10931,215,272,3,3,86,product 86,4,4,30.34,121.36
10932,37,217,3,3,220,product 220,5,5,76.91,384.55
10932,37,217,3,3,95,product 95,1,3,41.42,124.26
10932,37,217,3,3,154,product 154,5,5,.00,.00
10932,37,217,3,3,65,product 65,4,2,35.20,70.40
10933,125,175,2,3,168,product 168,2,4,74.53,298.12
10933,125,175,2,3,41,product 41,4,3,71.94,215.82
10933,125,175,2,3,56,product 56,1,4,87.67,350.68
10934,134,102,3,3,71,product 71,3,1,104.35,104.35
10934,134,102,3,3,205,product 205,5,4,32.71,130.84
10935,279,332,3,3,24,product 24,1,4,101.38,405.52
10935,279,332,3,3,172,product 172,5,2,86.32,172.64
10936,207,61,3,3,175,product 175,3,5,151.47,757.35
10936,207,61,3,3,73,product 73,2,5,38.99,194.95
10936,207,61,3,3,80,product 80,4,4,113.09,452.36
10936,207,61,3,3,90,product 90,5,5,95.11,475.55
10937,85,204,3,3,210,product 210,3,3,13.77,41.31
10937,85,204,3,3,50,product 50,5,1,130.98,130.98
10937,85,204,3,3,77,product 77,2,2,108.93,217.86
10937,85,204,3,3,170,product 170,4,4,5.00,20.00
10937,85,204,3,3,139,product 139,7,1,14.23,14.23
10938,327,176,3,3,55,product 55,5,4,35.32,141.28
10938,327,176,3,3,79,product 79,5,2,97.11,194.22
10938,327,176,3,3,150,product 150,5,3,91.94,275.82
10938,327,176,3,3,101,product 101,1,2,66.55,133.10
10938,327,176,3,3,187,product 187,4,1,123.63,123.63
10939,28,37,2,3,96,product 96,6,3,.00,.00
10940,133,137,1,3,25,product 25,4,4,102.44,409.76
10940,133,137,1,3,132,product 132,5,5,90.90,454.50
10940,133,137,1,3,70,product 70,4,5,91.29,456.45
10941,211,61,3,2,133,product 133,4,4,74.56,298.24
10941,211,61,3,2,69,product 69,3,5,85.26,426.30
10941,211,61,3,2,191,product 191,6,1,114.41,114.41
10942,68,271,1,3,163,product 163,3,1,37.49,37.49
10942,68,271,1,3,57,product 57,7,3,42.94,128.82
10942,68,271,1,3,178,product 178,2,3,103.20,309.60
10943,43,288,1,3,127,product 127,2,4,25.52,102.08
10943,43,288,1,3,50,product 50,5,5,130.98,654.90
10944,102,178,2,3,158,product 158,6,2,70.68,141.36
10945,81,25,2,3,104,product 104,4,4,87.05,348.20
10945,81,25,2,3,43,product 43,3,1,36.35,36.35
10945,81,25,2,3,10,product 10,5,3,7.59,22.77
10945,81,25,2,3,93,product 93,4,4,62.98,251.92
10945,81,25,2,3,138,product 138,5,3,35.14,105.42
10946,89,361,2,3,30,product 30,5,5,55.42,277.10
10946,89,361,2,3,135,product 135,5,5,33.35,166.75
10947,113,203,3,3,97,product 97,3,4,116.33,465.32
10947,113,203,3,3,159,product 159,3,4,11.99,47.96
10948,56,269,3,3,173,product 173,5,1,115.31,115.31
10948,56,269,3,3,61,product 61,6,3,37.82,113.46
10948,56,269,3,3,170,product 170,4,5,5.00,25.00
10948,56,269,3,3,77,product 77,2,1,108.93,108.93
10948,56,269,3,3,102,product 102,1,3,89.39,268.17
10949,178,189,2,3,15,product 15,4,3,67.93,203.79
10949,178,189,2,3,63,product 63,3,1,56.73,56.73
10949,178,189,2,3,158,product 158,6,5,70.68,353.40
10949,178,189,2,3,27,product 27,5,2,107.67,215.34
10950,124,130,3,3,29,product 29,5,1,6.42,6.42
10950,124,130,3,3,163,product 163,3,1,37.49,37.49
10951,153,120,1,3,135,product 135,5,2,33.35,66.70
10951,153,120,1,3,77,product 77,2,1,108.93,108.93
10951,153,120,1,3,171,product 171,2,1,50.09,50.09
10952,90,288,1,3,135,product 135,5,2,33.35,66.70
10952,90,288,1,3,54,product 54,4,2,74.90,149.80
10952,90,288,1,3,119,product 119,4,5,61.00,305.00
10953,257,337,3,3,148,product 148,5,4,83.49,333.96
10954,183,102,3,3,23,product 23,3,4,82.40,329.60
10954,183,102,3,3,131,product 131,1,4,69.76,279.04
10954,183,102,3,3,85,product 85,5,5,115.71,578.55
10954,183,102,3,3,50,product 50,5,3,130.98,392.94
10954,183,102,3,3,46,product 46,2,4,66.95,267.80
10955,201,283,3,3,79,product 79,5,1,97.11,97.11
10955,201,283,3,3,147,product 147,4,5,130.25,651.25
10955,201,283,3,3,67,product 67,1,1,58.17,58.17
10955,201,283,3,3,142,product 142,6,5,5.00,25.00
10955,201,283,3,3,64,product 64,5,4,158.86,635.44
10956,321,46,3,3,173,product 173,5,5,115.31,576.55
10956,321,46,3,3,195,product 195,2,1,5.00,5.00
10956,321,46,3,3,190,product 190,2,5,115.65,578.25
10956,321,46,3,3,170,product 170,4,4,5.00,20.00
10957,266,285,3,3,192,product 192,2,2,59.26,118.52
10957,266,285,3,3,152,product 152,3,1,48.56,48.56
10957,266,285,3,3,138,product 138,5,5,35.14,175.70
10958,342,36,3,3,215,product 215,6,1,28.59,28.59
10959,19,175,1,3,181,product 181,2,3,19.35,58.05
10959,19,175,1,3,51,product 51,2,4,44.20,176.80
10959,19,175,1,3,145,product 145,1,3,66.38,199.14
10959,19,175,1,3,124,product 124,7,5,85.10,425.50
10960,58,161,3,3,142,product 142,6,5,5.00,25.00
10960,58,161,3,3,64,product 64,5,4,158.86,635.44
10960,58,161,3,3,176,product 176,4,2,20.55,41.10
10960,58,161,3,3,59,product 59,3,1,331.25,331.25
10960,58,161,3,3,171,product 171,2,2,50.09,100.18
10961,293,17,1,3,148,product 148,5,4,83.49,333.96
10961,293,17,1,3,104,product 104,4,1,87.05,87.05
10961,293,17,1,3,43,product 43,3,4,36.35,145.40
10961,293,17,1,3,176,product 176,4,3,20.55,61.65
10962,204,277,1,3,70,product 70,4,4,91.29,365.16
10963,243,259,3,2,53,product 53,2,4,68.32,273.28
10963,243,259,3,2,217,product 217,4,3,16.75,50.25
10963,243,259,3,2,15,product 15,4,5,67.93,339.65
10964,242,87,3,2,185,product 185,5,5,159.01,795.05
10965,299,7,1,3,103,product 103,5,4,57.98,231.92
10966,55,205,1,2,164,product 164,2,4,81.78,327.12
10966,55,205,1,2,124,product 124,7,4,85.10,340.40
10967,28,331,3,3,188,product 188,6,1,28.09,28.09
10967,28,331,3,3,83,product 83,6,4,18.73,74.92
10968,191,162,1,3,60,product 60,3,5,86.98,434.90
10969,193,136,3,2,150,product 150,5,1,91.94,91.94
10969,193,136,3,2,91,product 91,3,4,56.42,225.68
10969,193,136,3,2,212,product 212,4,1,1405.68,1405.68
10970,72,250,1,3,46,product 46,2,3,66.95,200.85
10970,72,250,1,3,22,product 22,2,4,69.96,279.84
10971,315,1,3,3,167,product 167,1,4,49.08,196.32
10971,315,1,3,3,168,product 168,2,2,74.53,149.06
10971,315,1,3,3,89,product 89,3,5,120.03,600.15
10971,315,1,3,3,68,product 68,6,1,55.56,55.56
10971,315,1,3,3,18,product 18,1,5,104.11,520.55
10972,131,156,1,2,155,product 155,3,4,19.53,78.12
10972,131,156,1,2,113,product 113,3,4,114.39,457.56
10972,131,156,1,2,136,product 136,2,1,14.87,14.87
10972,131,156,1,2,119,product 119,4,1,61.00,61.00
10973,154,252,2,3,105,product 105,7,4,5.00,20.00
10973,154,252,2,3,10,product 10,5,1,7.59,7.59
